"created_at:107711385842384086"	1643068800000
"favourites_count:111291549954639451"	0
"favourites_count:111291549968342457"	0
"favourites_count:111291549975029940"	0
"followers_count:107711385842384086"	182
"followers_count:109116666518252197"	47
"followers_count:109258708286581161"	61
"followers_count:109291741215553693"	96
"followers_count:109294593120733199"	6521
"followers_count:109297463942930964"	201
"followers_count:109300014778735371"	747
"followers_count:109304119431537660"	388
"followers_count:109308962755481945"	44
"followers_count:109309604930670125"	77
"followers_count:109355453508639687"	111
"followers_count:109366118535218804"	558
"followers_count:109390692128445826"	151
"followers_count:109424055582252568"	25
"followers_count:109428264780693959"	864
"followers_count:109494130393502190"	356
"followers_count:109544729039491122"	1004
"followers_count:109545507219492890"	23
"followers_count:109827282889668084"	32
"followers_count:109850419302022933"	263
"followers_count:109852256275928147"	21
"followers_count:109943325633497353"	11
"followers_count:110101932375895415"	13
"followers_count:110345861790536228"	12
"followers_count:110583124107598063"	136
"followers_count:110650526113411355"	25
"followers_count:110774701212252407"	6
"followers_count:110792745790875521"	1
"followers_count:110886818379818608"	34
"followers_count:110901777740296694"	83
"followers_count:111155878105259515"	3
"followers_count:111216072536124585"	0
"followers_count:111288005855451326"	0
"followers_count:1133225"	1703
"followers_count:1231334"	688
"followers_count:1259383"	192
"followers_count:142542"	287
"followers_count:144850"	23
"followers_count:666920"	465
"followers_count:99752"	267
"following_count:107711385842384086"	262
"following_count:109116666518252197"	80
"following_count:109258708286581161"	276
"following_count:109291741215553693"	407
"following_count:109294593120733199"	115
"following_count:109297463942930964"	175
"following_count:109300014778735371"	16
"following_count:109304119431537660"	406
"following_count:109308962755481945"	18
"following_count:109309604930670125"	120
"following_count:109355453508639687"	68
"following_count:109366118535218804"	639
"following_count:109390692128445826"	126
"following_count:109424055582252568"	84
"following_count:109428264780693959"	6739
"following_count:109494130393502190"	105
"following_count:109544729039491122"	1716
"following_count:109545507219492890"	18
"following_count:109827282889668084"	7
"following_count:109850419302022933"	1
"following_count:109852256275928147"	56
"following_count:109943325633497353"	0
"following_count:110101932375895415"	2
"following_count:110345861790536228"	2
"following_count:110583124107598063"	0
"following_count:110650526113411355"	9
"following_count:110774701212252407"	14
"following_count:110792745790875521"	0
"following_count:110886818379818608"	0
"following_count:110901777740296694"	393
"following_count:111155878105259515"	0
"following_count:111216072536124585"	0
"following_count:111288005855451326"	0
"following_count:1133225"	2393
"following_count:1231334"	2
"following_count:1259383"	184
"following_count:142542"	501
"following_count:144850"	38
"following_count:666920"	270
"following_count:99752"	159
"language:111291549260707133"	"en"
"language:111291549267670723"	"en"
"language:111291549276292422"	"nl"
"language:111291549276958994"	"en"
"language:111291549289753771"	"en"
"language:111291549296614993"	"nl"
"language:111291549305146765"	"en"
"language:111291549310996432"	"es"
"language:111291549325019484"	"en"
"language:111291549371971679"	"en"
"language:111291549385518333"	"en"
"language:111291549395283061"	"ru"
"language:111291549396631041"	"en"
"language:111291549409872288"	"pt"
"language:111291549416018548"	"en"
"language:111291549430137065"	"NoLang"
"language:111291549489897512"	"pl"
"language:111291549499213569"	"en"
"language:111291549539588014"	"es"
"language:111291549550476295"	"en"
"language:111291549558292017"	"en"
"language:111291549606540232"	"en"
"language:111291549634585954"	"NoLang"
"language:111291549637985067"	"ja"
"language:111291549643192843"	"en"
"language:111291549647857686"	"en"
"language:111291549664529054"	"NoLang"
"language:111291549696667532"	"fr"
"language:111291549720989412"	"en"
"language:111291549772191041"	"pt"
"language:111291549823109785"	"en"
"language:111291549826651170"	"en"
"language:111291549873755926"	"en"
"language:111291549919780126"	"en"
"language:111291549925959553"	"en"
"language:111291549929820142"	"en"
"language:111291549952740465"	"en"
"language:111291549954639451"	"ja"
"language:111291549968342457"	"fr"
"language:111291549975029940"	"ja"
"media:111291549260707133"	1
"media:111291549267670723"	0
"media:111291549276292422"	0
"media:111291549276958994"	1
"media:111291549289753771"	0
"media:111291549296614993"	1
"media:111291549305146765"	0
"media:111291549310996432"	1
"media:111291549325019484"	0
"media:111291549371971679"	0
"media:111291549385518333"	0
"media:111291549395283061"	0
"media:111291549396631041"	0
"media:111291549409872288"	0
"media:111291549416018548"	1
"media:111291549430137065"	0
"media:111291549489897512"	1
"media:111291549499213569"	1
"media:111291549539588014"	0
"media:111291549550476295"	1
"media:111291549558292017"	0
"media:111291549606540232"	0
"media:111291549634585954"	0
"media:111291549637985067"	0
"media:111291549643192843"	1
"media:111291549647857686"	0
"media:111291549664529054"	0
"media:111291549696667532"	0
"media:111291549720989412"	0
"media:111291549772191041"	0
"media:111291549823109785"	0
"media:111291549826651170"	0
"media:111291549873755926"	0
"media:111291549919780126"	0
"media:111291549925959553"	0
"media:111291549929820142"	1
"media:111291549952740465"	1
"media:111291549954639451"	0
"media:111291549968342457"	0
"media:111291549975029940"	0
"reblogs_count:111291549260707133"	0
"reblogs_count:111291549267670723"	0
"reblogs_count:111291549276292422"	0
"reblogs_count:111291549276958994"	0
"reblogs_count:111291549289753771"	1
"reblogs_count:111291549296614993"	0
"reblogs_count:111291549305146765"	0
"reblogs_count:111291549310996432"	0
"reblogs_count:111291549325019484"	0
"reblogs_count:111291549371971679"	0
"reblogs_count:111291549385518333"	0
"reblogs_count:111291549395283061"	0
"reblogs_count:111291549396631041"	0
"reblogs_count:111291549409872288"	0
"reblogs_count:111291549416018548"	0
"reblogs_count:111291549430137065"	1
"reblogs_count:111291549489897512"	0
"reblogs_count:111291549499213569"	1
"reblogs_count:111291549539588014"	0
"reblogs_count:111291549550476295"	0
"reblogs_count:111291549558292017"	0
"reblogs_count:111291549606540232"	0
"reblogs_count:111291549634585954"	0
"reblogs_count:111291549637985067"	0
"reblogs_count:111291549643192843"	0
"reblogs_count:111291549647857686"	0
"reblogs_count:111291549664529054"	0
"reblogs_count:111291549696667532"	0
"reblogs_count:111291549720989412"	0
"reblogs_count:111291549772191041"	0
"reblogs_count:111291549823109785"	0
"reblogs_count:111291549826651170"	0
"reblogs_count:111291549873755926"	0
"reblogs_count:111291549919780126"	0
"reblogs_count:111291549925959553"	0
"reblogs_count:111291549929820142"	0
"reblogs_count:111291549952740465"	0
"reblogs_count:111291549954639451"	0
"reblogs_count:111291549968342457"	0
"reblogs_count:111291549975029940"	0
"status_count:107711385842384086"	6887
"status_count:109116666518252197"	1282
"status_count:109258708286581161"	1466
"status_count:109291741215553693"	224
"status_count:109294593120733199"	543
"status_count:109297463942930964"	1551
"status_count:109300014778735371"	258
"status_count:109304119431537660"	2927
"status_count:109308962755481945"	45070
"status_count:109309604930670125"	2885
"status_count:109355453508639687"	4036
"status_count:109366118535218804"	12995
"status_count:109390692128445826"	730
"status_count:109424055582252568"	5281
"status_count:109428264780693959"	2083
"status_count:109494130393502190"	5934
"status_count:109544729039491122"	32879
"status_count:109545507219492890"	242
"status_count:109827282889668084"	1991
"status_count:109850419302022933"	19577
"status_count:109852256275928147"	405
"status_count:109943325633497353"	1486
"status_count:110101932375895415"	6860
"status_count:110345861790536228"	3952
"status_count:110583124107598063"	9221
"status_count:110650526113411355"	1380
"status_count:110774701212252407"	32
"status_count:110792745790875521"	220
"status_count:110886818379818608"	1395
"status_count:110901777740296694"	545
"status_count:111155878105259515"	3839
"status_count:111216072536124585"	10
"status_count:111288005855451326"	3
"status_count:1133225"	14020
"status_count:1231334"	54
"status_count:1259383"	275
"status_count:142542"	3891
"status_count:144850"	32
"status_count:666920"	17986
"status_count:99752"	29096
"tag:111291549260707133"	"ekonomi"
"tag:111291549276958994"	"northants"
"tag:111291549371971679"	"spellcheckcantsaveyou"
"tag:111291549385518333"	"hackernews"
"tag:111291549395283061"	"\u0437\u0430\u043c\u044b\u0441\u0435\u043b"
"tag:111291549409872288"	"livro"
"tag:111291549416018548"	"wigs"
"tag:111291549499213569"	"suninfo"
"tag:111291549550476295"	"thy11"
"tag:111291549558292017"	"uspolitics"
"tag:111291549606540232"	"weird"
"tag:111291549637985067"	"\u6700\u65b0\u6280\u8853_\u305d\u306e\u4ed6"
"tag:111291549643192843"	"webcomic"
"tag:111291549647857686"	"trump"
"tag:111291549826651170"	"powershell"
"tag:111291549952740465"	"sigh"
"tag:111291549975029940"	"ycombinator"
"url:107711385842384086"	"https://micro.baixllobregat.social/@rosadefoc"
"url:109116666518252197"	"https://worm.horse/@trunnion"
"url:109258708286581161"	"https://mastodon.social/@saintgimp"
"url:109291741215553693"	"https://mstdn.social/@WordsByWesInk"
"url:109294593120733199"	"https://mstdn.social/@rebeccawatson"
"url:109297463942930964"	"https://social.plux.wtf/@ailnoth"
"url:109300014778735371"	"https://mas.to/@greenpeace"
"url:109304119431537660"	"https://c.im/@tc_morekindness"
"url:109308962755481945"	"https://mastodon.social/@aboveedxw"
"url:109309604930670125"	"https://mastodon.roundpond.net/@arthegall"
"url:109355453508639687"	"https://hachyderm.io/@ibboard"
"url:109366118535218804"	"https://toot.cat/@riley"
"url:109390692128445826"	"https://mstdn.ca/@SCZoomers"
"url:109424055582252568"	"https://ohai.social/@Manqueman"
"url:109428264780693959"	"https://mastodon.world/@funhouseradio"
"url:109494130393502190"	"https://101010.pl/@randymarsh"
"url:109544729039491122"	"https://moppels.bar/@crossgolf_rebel"
"url:109545507219492890"	"https://toot.re/@jmslbam"
"url:109827282889668084"	"https://newsie.social/@ShineMyCrown"
"url:109850419302022933"	"https://mstdn.digital/@hackernews"
"url:109852256275928147"	"https://mastodon.xyz/@OptimisticMoron"
"url:109943325633497353"	"https://mastodon.social/@crimesite"
"url:110101932375895415"	"https://mastodon.social/@vinetur"
"url:110345861790536228"	"https://mastodonapp.uk/@bndwdth"
"url:110583124107598063"	"https://rss-mstdn.studiofreesia.com/@ycombinator"
"url:110650526113411355"	"https://universeodon.com/@sssweather"
"url:110774701212252407"	"https://rivals.space/@Kazlu"
"url:110792745790875521"	"https://mastodon.online/@BlitzTheComicGuy"
"url:110886818379818608"	"https://rss-mstdn.studiofreesia.com/@ktai_watch_impress"
"url:110901777740296694"	"https://sciencemastodon.com/@lgrando1"
"url:111155878105259515"	"https://mastodon.social/@haberidiyarbakir"
"url:111216072536124585"	"https://mastodon.social/@nuruoya46"
"url:111288005855451326"	"https://lemmings.world/u/CsikosPite"
"url:1133225"	"https://mastodon.social/@Tengrain"
"url:1231334"	"https://botsin.space/@magic_aye"
"url:1259383"	"https://mastodon.com.br/@aridiculaideia"
"url:142542"	"https://im-in.space/@Yuki"
"url:144850"	"https://mastodon.social/@lordofnoyze"
"url:666920"	"https://cybre.club/@foxhkron"
"url:99752"	"https://mstdn.jp/@sakaweya"
"username:107711385842384086"	"rosadefoc"
"username:109116666518252197"	"trunnion"
"username:109258708286581161"	"saintgimp"
"username:109291741215553693"	"WordsByWesInk"
"username:109294593120733199"	"rebeccawatson"
"username:109297463942930964"	"ailnoth"
"username:109300014778735371"	"greenpeace"
"username:109304119431537660"	"tc_morekindness"
"username:109308962755481945"	"aboveedxw"
"username:109309604930670125"	"arthegall"
"username:109355453508639687"	"ibboard"
"username:109366118535218804"	"riley"
"username:109390692128445826"	"SCZoomers"
"username:109424055582252568"	"Manqueman"
"username:109428264780693959"	"funhouseradio"
"username:109494130393502190"	"randymarsh"
"username:109544729039491122"	"crossgolf_rebel"
"username:109545507219492890"	"jmslbam"
"username:109827282889668084"	"ShineMyCrown"
"username:109850419302022933"	"hackernews"
"username:109852256275928147"	"OptimisticMoron"
"username:109943325633497353"	"crimesite"
"username:110101932375895415"	"vinetur"
"username:110345861790536228"	"bndwdth"
"username:110583124107598063"	"ycombinator"
"username:110650526113411355"	"sssweather"
"username:110774701212252407"	"Kazlu"
"username:110792745790875521"	"BlitzTheComicGuy"
"username:110886818379818608"	"ktai_watch_impress"
"username:110901777740296694"	"lgrando1"
"username:111155878105259515"	"haberidiyarbakir"
"username:111216072536124585"	"nuruoya46"
"username:111288005855451326"	"CsikosPite"
"username:1133225"	"Tengrain"
"username:1231334"	"magic_aye"
"username:1259383"	"aridiculaideia"
"username:142542"	"Yuki"
"username:144850"	"lordofnoyze"
"username:666920"	"foxhkron"
"username:99752"	"sakaweya"
"visibility:111291549260707133"	"public"
"visibility:111291549267670723"	"public"
"visibility:111291549276292422"	"public"
"visibility:111291549276958994"	"public"
"visibility:111291549289753771"	"public"
"visibility:111291549296614993"	"public"
"visibility:111291549305146765"	"public"
"visibility:111291549310996432"	"public"
"visibility:111291549325019484"	"public"
"visibility:111291549371971679"	"public"
"visibility:111291549385518333"	"public"
"visibility:111291549395283061"	"public"
"visibility:111291549396631041"	"public"
"visibility:111291549409872288"	"public"
"visibility:111291549416018548"	"public"
"visibility:111291549430137065"	"public"
"visibility:111291549489897512"	"public"
"visibility:111291549499213569"	"public"
"visibility:111291549539588014"	"public"
"visibility:111291549550476295"	"public"
"visibility:111291549558292017"	"public"
"visibility:111291549606540232"	"public"
"visibility:111291549634585954"	"public"
"visibility:111291549637985067"	"public"
"visibility:111291549643192843"	"public"
"visibility:111291549647857686"	"public"
"visibility:111291549664529054"	"public"
"visibility:111291549696667532"	"public"
"visibility:111291549720989412"	"public"
"visibility:111291549772191041"	"public"
"visibility:111291549823109785"	"public"
"visibility:111291549826651170"	"public"
"visibility:111291549873755926"	"public"
"visibility:111291549919780126"	"public"
"visibility:111291549925959553"	"public"
"visibility:111291549929820142"	"public"
"visibility:111291549952740465"	"public"
"visibility:111291549954639451"	"public"
"visibility:111291549968342457"	"public"
"visibility:111291549975029940"	"public"
